name,audio_id,cc
Little Corella,78538611,Ian Davies
Red-tailed Black-Cockatoo,31676481,Andrew Spencer
Bassian Thrush,31211461,Marc Anderson
Common Cicadabird,24778491,Greg McLachlan
Arafura Fantail,21108771,Kath Shurcliff
Gray Whistler,203978121,Nicholas Talbot
Southern Cassowary,203970371,Phil Gregory | Sicklebill Safaris | www.birder.travel
Northern Shrike-tit,203888521,Pieter de Groot Boersma
White-streaked Honeyeater,203887481,Pieter de Groot Boersma
Western Whipbird,203886751,Pieter de Groot Boersma
Peregrine Falcon,169431241,Greg McLachlan
Red-necked Avocet,62181541,Greg McLachlan
Channel-billed Cuckoo,233447,Tony Baylis
Black-fronted Dotterel,273100441,Ramit Singal
Peregrine Falcon,175815441,Rohan Long
Australasian Grebe,611422409,Alfons  Lawen
Australasian Figbird,610166097,James Lambert
Broad-billed Flycatcher,609226465,Jaxon Greatwich
Yellow-plumed Honeyeater,576227261,Zebedee Muller
Eurasian Coot,546317621,Alfons  Lawen
Southern Boobook,530613881,Zebedee Muller
Rufous Bristlebird,519830411,James Lambert
Tawny Frogmouth,488443551,Heather Williams
Striped Honeyeater,487967281,Paul Rowan
Brolga,479630571,Hans Wohlmuth
Red-browed Pardalote,476268431,Edward Smith
Mangrove Honeyeater,470897671,Greg McLachlan
Southern Scrub-Robin,466436011,James (Jim) Holmes
Southern Scrub-Robin,466435311,James (Jim) Holmes
White-browed Babbler,465661241,James (Jim) Holmes
Speckled Warbler,465489781,Liam Murphy
Black Currawong,408613491,Ramit Singal
Satin Flycatcher,403088651,John Boyce
Brush Bronzewing,396338841,Drew Davison
Blue-faced Honeyeater,392619361,Leonie Beaulieu
Red-backed Buttonquail,389622091,David Sinnott
Dollarbird,385114671,G. Thomas Doerig
Buff-banded Rail,369916191,Lance Rathbone
Great Bowerbird,363056461,James Lambert
Western Whistler,362083771,Scott Eaton
Torresian Kingfisher,361814821,James Lambert
Scarlet Robin,360904191,Ramit Singal
Rose-crowned Fruit-Dove,357160691,James Lambert
Chirruping Wedgebill,350557401,Ramit Singal
Restless Flycatcher,295361831,David Vickers
Painted Honeyeater,275203161,Charlie Andrews
Bush Stone-curlew,270870591,James Lambert
White-throated Nightjar,265319011,Alexander Babych
Eurasian Blackbird,261903201,Ramit Singal
Buff-banded Rail,258537101,David Secomb
Dusky Robin,255032711,Ramit Singal
New Holland Honeyeater,248184191,Ramit Singal
Crescent Honeyeater,242878711,Ramit Singal
Black-tailed Treecreeper,203985661,Phil Gregory | Sicklebill Safaris | www.birder.travel
Noisy Scrub-bird,187211711,Rob Batchelder
Western Quail-thrush,176339141,Tayler Brooks
Western Wattlebird,175859471,Tayler Brooks
Chiming Wedgebill,175742171,Tayler Brooks
Chiming Wedgebill,175742141,Tayler Brooks
Rufous Shrikethrush,164475761,Rob Nicholson
Fan-tailed Cuckoo,123962531,Ramit Singal
Olive-backed Oriole,120013161,Fred Booker Malcolm
Crescent Honeyeater,116986461,Ramit Singal
Little Wattlebird,101906201,Andrew Spencer
Scrubtit,101516181,Andrew Spencer
Scrubtit,101516031,Andrew Spencer
Restless Flycatcher,101490561,Andrew Spencer
Spotted Quail-thrush,99582491,Andrew Spencer
